step_x,intersection_area
0.0,738.9131597412668
0.2864788975654116,847.2904598462652
0.5729577951308232,926.6284013801262
0.8594366926962348,920.2785443037725
1.1459155902616465,577.2329247784744
1.432394487827058,188.0272374709483
1.7188733853924698,69.32221023353196
2.0053522829578814,72.60949942763664
2.291831180523293,134.53577197557956
2.5783100780887045,230.33356825502875
2.864788975654116,344.9653065845989
3.151267873219527,470.0743020729545
3.437746770784939,591.0152203870683
3.7242256683503503,711.5054361790919
4.010704565915762,831.4753779525283
4.297183463481174,935.6813505748812
4.583662361046586,988.5914489545426
4.870141258611998,818.0705078698812
5.15662015617741,346.8418068756785
5.443099053742821,131.08975291665183
5.729577951308234,126.91073826881332
6.016056848873646,172.7109204476631
6.302535746439057,263.1400728693402
6.589014644004469,378.40913221230653
6.87549354156988,497.22335616048144
7.161972439135291,620.2061188099075
7.448451336700704,739.3157536718545
7.734930234266116,855.1252654385698
8.021409131831527,947.5702663896128
8.30788802939694,972.1421746616104
8.594366926962351,662.6427176859358
8.880845824527762,300.17075222794006
9.167324722093175,119.3829076722763
9.453803619658586,131.8459814678228
9.740282517224,189.47124673517862
10.02676141478941,285.12159094514135
10.313240312354822,398.56561282559113
10.599719209920233,512.6845097348993
10.886198107485647,630.3412514421686
11.172677005051058,741.5114713743151
11.45915590261647,849.4632270714103
11.745634800181882,938.7712428103221
12.032113697747294,973.9238252529751
12.318592595312705,682.0588254560934
12.605071492878118,300.6976147553558
12.891550390443529,74.75799247769245
13.17802928800894,62.630485709667056
13.464508185574354,101.15169047735748
13.750987083139766,181.0065016213688
14.037465980705177,278.9890881296353
14.323944878270588,390.1395785218855
14.610423775835999,503.52921665283344
14.89690267340141,618.4373416881722
15.183381570966823,733.8904778725912
15.469860468532234,844.8411377746827
15.756339366097645,915.6178672309031
16.042818263663058,875.061540992846
16.32929716122847,441.159590251429
16.61577605879388,126.03654700759736
16.902254956359293,103.97824007261758
17.188733853924706,131.62287549654394
17.475212751490115,207.64334485156743
17.761691649055532,310.3090447112836
18.04817054662094,416.3408331372782
18.334649444186354,530.5693413751255
18.621128341751763,644.8691290539805
18.907607239317176,759.9580170886716
19.19408613688259,861.564942368304
19.480565034448,919.0212110050679
19.76704393201341,771.4036394823635
20.053522829578824,354.91224525324304
20.340001727144237,113.65731590493252
20.62648062470965,106.49070325558884
20.912959522275063,143.29414939371117
21.199438419840472,226.58328363608888
21.485917317405885,327.43018312613157
21.772396214971295,431.7197954213616
22.058875112536708,542.3694323806292
22.34535401010212,650.4086264233658
22.63183290766753,755.3841202846994
22.918311805232943,854.337321966342
23.204790702798356,914.1107848094186
23.491269600363765,790.7771128850234
23.777748497929178,364.7071795716222
24.06422739549459,90.59015549811069
24.35070629306,54.50677359417142
24.637185190625413,85.52712955076085
24.92366408819083,167.42529743934253
25.210142985756235,265.6052140664641
25.49662188332165,379.94170943871836
25.783100780887064,497.9224472484424
26.069579678452474,618.9740157017293
26.356058576017887,740.8866128240758
