Angle,Aire
0.0,69.11998439412984
0.01,68.20087500791303
0.02,67.09455757275614
0.03,65.95952039645643
0.04,64.82611092809107
0.05,63.69424757089632
0.06,62.563833429945745
0.07,61.43673289717827
0.08,60.31332640048162
0.09,59.19352273646508
0.1,58.077391760055555
0.11,56.965261351405815
0.12,55.85636124562682
0.13,54.749604182860125
0.14,53.64527440604898
0.15,52.54683644316587
0.16,51.453260555506425
0.17,50.36377018795425
0.18,49.27797463749259
0.19,48.19579003566502
0.2,47.116760566753605
0.21,46.060103429488585
0.22,45.05085770310846
0.23,44.08917396309196
0.24,43.174938314546644
0.25,42.30137786229797
0.26,41.484818606611775
0.27,40.72966990661738
0.28,40.03564955778477
0.29,39.403009679471744
0.3,38.840752308798535
0.31,38.34350102545882
0.32,37.90011557579245
0.33,37.51060006260234
0.34,37.1733823993553
0.35,36.885562379800156
0.36,36.64690543234011
0.37,36.45917235627712
0.38,36.4417528661852
0.39,36.52398447842459
0.4,36.60848667983945
0.41,36.69572080605561
0.42,36.785942749934165
0.43,36.87904230946044
0.44,36.97470924122746
0.45,37.0725692604937
0.46,37.17260537465707
0.47,37.27515052579602
0.48,37.38107557012433
0.49,37.49031433122737
0.5,37.602708664605984
0.51,37.71825874800875
0.52,37.836809873641315
0.53,37.95852448780087
0.54,38.08440313424714
0.55,38.21421372636973
0.56,38.347903739171684
0.57,38.48557149917278
0.58,38.62771634926452
0.59,38.776064330696926
0.6,38.93029565623529
0.61,39.089852113876226
0.62,39.254733239571536
0.63,39.425761947052266
0.64,39.60526335275329
0.65,39.79338265831871
0.66,39.98987067724243
0.67,40.19461213017341
0.68,40.4077431948516
0.69,40.635684041992064
0.7,40.879953938615174
0.71,41.14043605187539
0.72,41.418107095258954
0.73,41.72736410430438
0.74,42.07301627790309
0.75,42.45581017372283
0.76,42.90624914938398
0.77,43.43737413297041
0.78,44.11182310594964
0.79,45.04808978812959
0.8,48.74077615842059
0.81,58.14603921186602
0.82,71.71720038672221
0.83,87.56519602482757
0.84,105.83243869766976
0.85,127.15693642335835
0.86,152.3862465240221
0.87,180.26917765419773
0.88,208.3037275842087
0.89,236.37516159842835
0.9,264.48348762504816
0.91,292.6282159520121
0.92,320.79592559474827
0.93,348.97935273229734
0.94,377.175935624874
0.95,405.38221445491115
0.96,433.59837947551824
0.97,461.8227565557415
0.98,490.05377751143266
0.99,518.2914272213208
1.0,546.5359686996113
1.01,574.7869767330615
1.02,603.037851359618
1.03,631.2814414530358
1.04,659.5174041153126
1.05,687.7459264629546
1.06,715.9624983288631
1.07,744.1524381165576
1.08,772.3136162809523
1.09,800.4263177069824
1.1,828.455339692423
1.11,856.3767526973456
1.12,884.0829437135519
1.13,910.2286132597721
1.14,931.1053469284875
1.15,947.337849221776
1.16,962.5307328343497
1.17,977.2806130563389
1.18,988.8646901134648
1.19,991.3100972050711
1.2,991.7263554255281
1.21,992.0832240835178
1.22,992.3976587074753
1.23,992.6729874233142
