Angle,IntersectionArea_Pixels²
45.69,1103.9093724935733
45.7,1103.890286351768
45.71,1103.8646016723073
45.72,1103.8323186596865
45.73,1103.7928381944387
45.74,1103.7459780296138
45.75,1103.6917951153755
45.76,1103.6302721992104
45.77,1103.5613385224526
45.78,1103.4849870899798
45.79,1103.4012183752693
45.8,1103.309749075046
45.81,1103.2085706783732
45.82,1103.0972924364853
45.83,1102.9761235625426
45.84,1102.8456701481887
45.85,1102.7059329455444
45.86,1102.5558309157175
45.87,1102.3942686004825
45.88,1102.2212480566495
45.89,1102.0367708873364
45.9,1101.840838692689
45.91,1101.6334530697245
45.92,1101.414492345632
45.93,1101.1831138135549
45.94,1100.9395973676985
45.95,1100.6839519562832
45.96,1100.4161796288904
45.97,1100.1362824314474
45.98,1099.844265838387
45.99,1099.5401497365328
46.0,1099.223485588437
46.01,1098.8936630729766
46.02,1098.550681233636
46.03,1098.1948763286186
46.04,1097.8268231284792
46.05,1097.4465112155992
46.06,1097.053941342484
46.07,1096.6491158821077
46.08,1096.2318513591567
46.09,1095.8015352135765
46.1,1095.358136194019
46.11,1094.90166889436
46.12,1094.4321488876622
46.13,1093.9502196954413
46.14,1093.4562405997287
46.15,1092.9502142225936
46.16,1092.432143182802
46.17,1091.9018034107737
46.18,1091.3587222027998
46.19,1090.8028836805433
46.2,1090.2342804041891
46.21,1089.652935386505
46.22,1089.0591979519627
46.23,1088.453844224325
46.24,1087.836907278451
46.25,1087.2083899058275
46.26,1086.5682206077854
46.27,1085.915922842278
46.28,1085.2514138449976
46.29,1084.5746966568613
46.3,1083.8857746940962
46.31,1083.1850869131265
46.32,1082.4735401492967
46.33,1081.7511660369169
46.34,1081.0179545670292
46.35,1080.2739054592828
46.36,1079.5187873600892
46.37,1078.7522410589804
46.38,1077.9742655897662
46.39,1077.184946706481
46.4,1076.3854443314872
46.41,1075.5761565110006
46.42,1074.7570877778887
46.43,1073.9282410226162
46.44,1073.0896191323025
46.45,1072.2412173522591
46.46,1071.3826619329777
46.47,1070.5145477624028
46.48,1069.6386613693976
46.49,1068.7550913036787
46.5,1067.8638653327785
46.51,1066.9649861286996
46.52,1066.0585387966628
46.53,1065.146012230003
46.54,1064.2279595630507
46.55,1063.304312828847
46.56,1062.3746118385272
46.57,1061.4387932870031
46.58,1060.496893207453
46.59,1059.5492508582292
46.6,1058.5968829920641
46.61,1057.6398504655228
46.62,1056.678155106838
46.63,1055.7117987744823
46.64,1054.7407884168713
46.65,1053.764838733367
46.66,1052.7836351752865
46.67,1051.7978499231529
46.68,1050.8078603148422
46.69,1049.8136681533658
46.7,1048.8152752397718
46.71,1047.8126977180896
46.72,1046.8059864876025
46.73,1045.795132865546
46.74,1044.7798362380177
46.75,1043.7599346634825
46.76,1042.7359482956317
46.77,1041.7078982136168
46.78,1040.6758562758635
46.79,1039.6398371993942
46.8,1038.5998428386952
46.81,1037.555875046418
46.82,1036.507893503601
46.83,1035.4552787670798
46.84,1034.3981543468017
46.85,1033.3369088842605
46.86,1032.2715456228993
46.87,1031.2020677674057
46.88,1030.1285694017815
46.89,1029.0511107407901
46.9,1027.9695871537288
46.91,1026.8830734680057
46.92,1025.7913883416802
46.93,1024.69468479048
46.94,1023.5934326992366
46.95,1022.4875522765509
46.96,1021.3767661437923
46.97,1020.2609265541512
46.98,1019.1387218899458
46.99,1018.0096945370087
47.0,1016.8737682984375
47.01,1015.7309466615105
47.02,1014.5812331100021
47.03,1013.4246748604806
47.04,1012.2597424771627
47.05,1011.085970327829
47.06,1009.9033563607996
47.07,1008.7119053313065
47.08,1007.5116219896942
47.09,1006.3025145073647
47.1,1005.0845845208191
47.11,1003.8578306296414
47.12,1002.6222631855701
47.13,1001.3782501135348
47.14,1000.1259960769122
47.15,998.8654832614911
47.16,997.5967771659881
47.17,996.320214755971
47.18,995.0358493401125
47.19,993.7436849804818
47.2,992.4437257350804
47.21,991.1359756577125
47.22,989.8204854929655
47.23,988.4976979897634
47.24,987.1680271886705
47.25,985.8315620198446
47.26,984.48830074135
47.27,983.138246815242
47.28,981.7814036998725
47.29,980.4177748500003
47.3,979.0473636288928
47.31,977.6702799792258
47.32,976.2870202491775
47.33,974.8980021768559
47.34,973.5032122164951
47.35,972.1026524184915
47.36,970.6963256401519
47.37,969.2842347356753
47.38,967.86637299069
47.39,966.4429286755127
47.4,965.0140535931903
47.41,963.5799250505172
47.42,962.1410975045184
47.43,960.6975927740688
47.44,959.2494061166066
47.45,957.7965139003406
47.46,956.338877198063
47.47,954.876737677936
47.48,953.4102103654977
47.49,951.9392977067449
47.5,950.4645003678376
47.51,948.9862398531914
47.52,947.5044503304109
47.53,946.0191118278194
47.54,944.5302200804075
47.55,943.0379822284035
47.56,941.5425284594866
47.57,940.0437885783873
47.58,938.5424396585466
47.59,937.0389932876689
47.6,935.5334501126787
47.61,934.0258026667334
47.62,932.5159426915235
47.63,931.0039525442565
47.64,929.4900138643794
47.65,927.9750264550894
47.66,926.4597919706799
47.67,924.9442789285406
47.68,923.4284867880369
47.69,921.9126006322388
47.7,920.3968375497683
47.71,918.8823573657071
47.72,917.3706263255524
47.73,915.8618468651345
47.74,914.3560620798412
47.75,912.853254477007
47.76,911.3534180123816
47.77,909.8565294527679
47.78,908.3626434730855
47.79,906.8717724262426
47.8,905.3840338994811
47.81,903.899615591179
47.82,902.4185219930444
47.83,900.9407644761417
47.84,899.4661747318348
47.85,897.9944929220622
47.86,896.5257089168485
47.87,895.0598091253676
47.88,893.5967984123575
47.89,892.1368623773552
47.9,890.6800938368482
47.91,889.2264366013109
47.92,887.7755676184056
47.93,886.3274588607027
47.94,884.8821084724296
47.95,883.4395145993927
47.96,881.9996753892764
47.97,880.5626154246911
47.98,879.1285314458687
47.99,877.6972383373882
48.0,876.2685754900893
48.01,874.8425411705882
48.02,873.4191336469084
48.03,871.998351188783
48.04,870.5801920674736
48.05,869.1646545558331
48.06,867.7517572904288
48.07,866.3414331034177
48.08,864.9336418518956
48.09,863.5283816252143
48.1,862.125638920431
48.11,860.7254058490682
48.12,859.3276807871523
48.13,857.9324621123621
48.14,856.5397218106871
48.15,855.1492510863179
48.16,853.7611719707241
48.17,852.3755206912814
48.18,850.9922990457259
48.19,849.61150549825
48.2,848.2331385145038
48.21,846.8571963671693
48.22,845.4836572296743
48.23,844.1122873369385
48.24,842.7430440099562
48.25,841.37610758417
48.26,840.0114919832645
48.27,838.6492147553047
48.28,837.2892788617072
48.29,835.9316828449575
48.3,834.5764252489157
48.31,833.2233769455935
48.32,831.8723510966047
48.33,830.5234011957012
48.34,829.1766947803899
48.35,827.8322366244507
48.36,826.4900253323648
48.37,825.1500658344246
48.38,823.8123724139627
48.39,822.4769180968032
48.4,821.1434792254164
48.41,819.8120041984854
48.42,818.4825453116791
48.43,817.1552826385903
48.44,815.8302297368311
48.45,814.5073848290929
48.46,813.186733104562
48.47,811.8682668656447
48.48,810.5518967738158
48.49,809.2374486213614
48.5,807.9249171413769
48.51,806.6143532381822
48.52,805.3059382983087
48.53,803.999686828277
48.54,802.6955975347454
48.55,801.3936691254673
48.56,800.0938996955844
48.57,798.7961307527586
48.58,797.5002250022065
48.59,796.2061786188344
48.6,794.9140575403774
48.61,793.6240509932038
48.62,792.336172300354
48.63,791.0504202067051
48.64,789.7667934581381
48.65,788.4852837295361
48.66,787.2057096024541
48.67,785.9279912145448
48.68,784.6521274086446
48.69,783.3781700009673
48.7,782.1062872824094
48.71,780.8364894003206
48.72,779.5687888679491
48.73,778.3031881608163
48.74,777.0396734924885
48.75,775.7780586709046
48.76,774.5182812288183
48.77,773.2603400820885
48.78,772.004326978493
48.79,770.7504068391684
48.8,769.4985674336999
48.81,768.2487944416645
48.82,767.0010866633232
48.83,765.7554310449821
48.84,764.5116575486464
48.85,763.2697107070145
48.86,762.0295897190681
48.87,760.7914397225567
48.88,759.55538269202
48.89,758.3214174447806
48.9,757.0895394142176
48.91,755.859723536436
48.92,754.6319529933409
48.93,753.4060495989777
48.94,752.1819505021813
48.95,750.9596730497512
48.96,749.7394327101706
48.97,748.5212910021706
48.98,747.3052467552709
48.99,746.0912987997615
49.0,744.8794417237432
49.01,743.669638813845
49.02,742.4617150138325
49.03,741.255597220777
49.04,740.0513701425342
49.05,738.8492297424208
49.06,737.6491826642127
49.07,736.451229344032
49.08,735.2553828790224
49.09,734.0616449531071
49.1,732.8699814343594
49.11,731.6802163161163
49.12,730.4922792263162
49.13,729.3063885908222
49.14,728.1226122720174
49.15,726.9409491035979
49.16,725.7613979203713
49.17,724.5839575580538
49.18,723.4086164843475
49.19,722.2353298988496
49.2,721.0639598776679
49.21,719.8945827460061
49.22,718.727344922103
49.23,717.5622452326795
49.24,716.3992825052653
49.25,715.2384555684628
49.26,714.0798124770225
49.27,712.9234301569513
49.28,711.7693078295008
49.29,710.6174524487961
49.3,709.4679471024832
49.31,708.320798414012
49.32,707.1760196881658
49.33,706.0336389088359
49.34,704.8938637073576
49.35,703.7567346050848
49.36,702.6222505163813
49.37,701.4906000353359
49.38,700.361812965182
49.39,699.2357804410613
49.4,698.1125012878713
49.41,696.9919743316817
49.42,695.8742688983567
49.43,694.7595311252203
49.44,693.6477876334969
49.45,692.5393216856229
49.46,691.434220844669
49.47,690.3323206788561
49.48,689.2335267334857
49.49,688.1378378246135
49.5,687.0452527695113
49.51,685.9557766054169
49.52,684.8696749056994
49.53,683.7872574900447
49.54,682.7085478894655
49.55,681.633537936437
49.56,680.5620365527125
49.57,679.493978270642
49.58,678.4293619022948
49.59,677.3682827990074
49.6,676.311086802475
49.61,675.2578066053836
49.62,674.2085369454752
49.63,673.1633233128612
49.64,672.1221320760322
49.65,671.0847767808278
49.66,670.0513569722823
49.67,669.0222465714121
49.68,667.997468754661
49.69,666.9770221428553
49.7,665.9609053583515
49.71,664.9491170251072
49.72,663.9417064958965
49.73,662.9389589317921
49.74,661.9409970921147
49.75,660.94784307809
49.76,659.9594959410207
49.77,658.9759542608957
49.78,657.9972166194674
49.79,657.0234462574521
49.8,656.0551174380572
49.81,655.0922288693935
49.82,654.1345758234015
49.83,653.1822332923598
49.84,652.2352521628338
49.85,651.293771092277
49.86,650.3581954781464
49.87,649.4285513343685
49.88,648.5048370474555
49.89,647.5870489055482
49.9,646.6749948307595
49.91,645.7686818634148
49.92,644.8682632609552
49.93,643.97390637481
49.94,643.0856240669272
49.95,642.2034148158617
49.96,641.3273378595213
49.97,640.4575746889805
49.98,639.5939787555266
49.99,638.7363618240029
50.0,637.8846313512383
50.01,637.0387750679404
50.02,636.1990110660342
50.03,635.36539491171
50.04,634.5379250886027
50.05,633.7166000659847
50.06,632.9012370137559
50.07,632.0917600932886
50.08,631.2881204725654
50.09,630.4903146688473
50.1,629.6983412178375
50.11,628.9121986570194
50.12,628.1320607125889
50.13,627.3581095309306
50.14,626.5900595378754
50.15,625.8276890199573
50.16,625.0708269380618
50.17,624.3195491862067
50.18,623.57411826555
50.19,622.8345400939252
50.2,622.1008131882382
50.21,621.3728094457806
50.22,620.6503250807406
50.23,619.9336582262158
50.24,619.2228348683294
50.25,618.5178072501884
50.26,617.818446134445
50.27,617.1246704033642
50.28,616.4367203712779
50.29,615.7543112353019
50.3,615.0773878428148
50.31,614.4059488613543
50.32,613.7399998014325
50.33,613.0798287864835
50.34,612.4255875763045
50.35,611.7771639789672
50.36,611.1340603257622
50.37,610.4961199272798
50.38,609.8633795800581
50.39,609.2361297424251
50.4,608.6143765290858
50.41,607.9981186331129
50.42,607.3871333461437
50.43,606.781085797528
50.44,606.1802918882446
50.45,605.5847827547764
50.46,604.9941661262825
50.47,604.4083663521171
50.48,603.8272981545442
50.49,603.2505733219112
50.5,602.678411456933
50.51,602.1108036875656
50.52,601.547710684434
50.53,600.9891309391577
50.54,600.435581325974
50.55,599.8880175295108
50.56,599.346552061833
50.57,598.8111107282077
50.58,598.2816926276475
50.59,597.7584914432207
50.6,597.2418415863604
50.61,596.7317843462579
50.62,596.2285426616438
50.63,595.7321169317446
50.64,595.2425062845607
50.65,594.75968501973
50.66,594.2833896899878
50.67,593.8138318896807
50.68,593.3513173850409
50.69,592.8958636224479
50.7,592.4474680479747
50.71,592.005952913727
50.72,591.5711991434285
50.73,591.1432122443658
50.74,590.7222164617457
50.75,590.3083302811538
50.76,589.9015743526285
50.77,589.5017986392716
50.78,589.1089991666721
50.79,588.7231752225549
50.8,588.3443525392074
50.81,587.9726835099075
50.82,587.6079543633632
50.83,587.2501435289023
50.84,586.8992503623338
50.85,586.5552742213545
50.86,586.2181814723506
50.87,585.8878064739012
50.88,585.564389026362
50.89,585.2480867584637
50.9,584.938899999255
50.91,584.6368078522776
50.92,584.3415072799983
50.93,584.0528968455444
50.94,583.7709760671476
50.95,583.4958431609288
50.96,583.2276580168792
50.97,582.9661649064027
50.98,582.7111936275918
50.99,582.46284824632
51.0,582.2212325672505
51.01,581.9864271520859
51.02,581.7582818459268
51.03,581.5366361229902
51.04,581.3215898388378
51.05,581.113142661269
51.06,580.9112942596521
51.07,580.7159984997146
51.08,580.5269197985389
51.09,580.343990558331
51.1,580.1672365777298
51.11,579.9968994978925
51.12,579.833239396865
51.13,579.6760731853227
51.14,579.5251651352834
51.15,579.3805148067779
51.16,579.2421220082422
51.17,579.1099865496
51.18,578.9840861971047
51.19,578.8643417985377
51.2,578.7509373126263
51.21,578.6439358967953
51.22,578.5433374425355
51.23,578.4491418428648
51.24,578.3613081974806
51.25,578.2796010244302
51.26,578.2039849971623
51.27,578.1343304411954
51.28,578.069296119567
51.29,578.0086245027887
51.3,577.9523342189999
51.31,577.9001307793535
51.32,577.8519257176555
51.33,577.8072522839174
51.34,577.7659804746272
51.35,577.7281101704904
51.36,577.6936271468237
51.37,577.6622730815174
51.38,577.6339694705846
51.39,577.6088275461868
51.4,577.5866849770083
51.41,577.5674023249917
51.42,577.5509757502053
51.43,577.5372956645163
51.44,577.52613068625
51.45,577.5174721453948
51.46,577.5113199792934
51.47,577.5076741259935
51.48,577.5065445140508
51.49,577.5079551920126
51.5,577.5116406395007
51.51,577.5174355874767
51.52,577.5253340277671
51.53,577.5353328684245
51.54,577.5474320700615
51.55,577.5616315938144
51.56,577.5779314014165
51.57,577.5962182664525
51.58,577.6163176476366
51.59,577.6382596098142
51.6,577.6620411620003
51.61,577.6875849411405
51.62,577.7148853334714
51.63,577.7439393291363
51.64,577.7747218585865
51.65,577.8070365737632
51.66,577.8408416455937
51.67,577.8761370638455
51.68,577.9129228188549
51.69,577.9511989011695
51.7,577.9909795557832
51.71,578.0323398310944
51.72,578.0751784000855
51.73,578.1192368335562
51.74,578.1644974119956
51.75,578.2109601372617
51.76,578.2586250116059
51.77,578.3074920376437
51.78,578.3575612182208
51.79,578.4088325565979
51.8,578.4612892955361
51.81,578.5147737562166
51.82,578.5692677888914
51.83,578.6248258272493
51.84,578.6814507378599
51.85,578.7390773843947
51.86,578.7976398169435
51.87,578.8571380474573
51.88,578.9175720888475
51.89,578.9788886718659
51.9,579.0409567235832
51.91,579.1037702178002
51.92,579.1673282262631
51.93,579.231623701218
51.94,579.2966583140987
51.95,579.362484834265
51.96,579.4291222448517
51.97,579.4965690574578
51.98,579.5647633416386
51.99,579.633571803775
52.0,579.702983709024
52.01,579.7729990768502
52.02,579.8436170721324
52.03,579.9148299734143
52.04,579.9866359483983
52.05,580.0590350174666
52.06,580.1320295286189
52.07,580.2056289415682
52.08,580.2797939050128
52.09,580.3544780883858
52.1,580.4296815136778
52.11,580.5054042030939
52.12,580.5816434357058
52.13,580.6583906230819
52.14,580.7356451620648
52.15,580.8134079088136
52.16,580.8916863081313
52.17,580.9704821366995
52.18,581.049735770634
52.19,581.1293755457367
52.2,581.2094013357552
52.21,581.289817123741
52.22,581.370652958442
52.23,581.4519150344045
52.24,581.533603376139
52.25,581.6157203845112
52.26,581.698272493884
52.27,581.7812600848988
52.28,581.8646776376231
52.29,581.9484429861216
52.3,582.0325246834317
52.31,582.1169100106189
52.32,582.2015980802298
52.33,582.2865889157825
52.34,582.3718825409339
52.35,582.4574811423252
52.36,582.5434117779524
52.37,582.6296997906087
52.38,582.7163464202645
52.39,582.8033549630206
52.4,582.8906665835078
52.41,582.9782406821022
52.42,583.0660772826487
52.43,583.1541764091421
52.44,583.2425380856042
52.45,583.3311633653583
52.46,583.4200587360866
52.47,583.5092370231466
52.48,583.5987516724132
52.49,583.6886093178413
52.5,583.7788099835914
52.51,583.8693604627283
52.52,583.9602257790873
52.53,584.0513855205858
52.54,584.1428397110599
52.55,584.2345885533487
52.56,584.326637925221
52.57,584.4190225301587
52.58,584.5117875016462
52.59,584.6049331916406
52.6,584.6984596241514
52.61,584.7923668232569
52.62,584.8866548131995
52.63,584.9813236183899
52.64,585.0763454423451
52.65,585.1716739646739
52.66,585.2673159505439
52.67,585.3633402577877
52.68,585.4597886495092
52.69,585.5566620187802
52.7,585.6539603892423
52.71,585.7516837845903
52.72,585.8498322288634
52.73,585.9484057459749
52.74,586.0474043602369
52.75,586.1468280959461
52.76,586.2466995433306
52.77,586.3470617187529
52.78,586.4478756674382
52.79,586.549139847971
52.8,586.650854282421
52.81,586.7530189928541
52.82,586.8556340015635
52.83,586.9586993309798
52.84,587.0622276669254
52.85,587.1662324956832
52.86,587.2707689852309
52.87,587.3758726246604
52.88,587.4815434377557
52.89,587.5877814485618
52.9,587.694586673652
52.91,587.8019309977184
52.92,587.9097881035613
52.93,588.0181580135164
52.94,588.1270407501672
52.95,588.2364549712019
52.96,588.3464686001631
52.97,588.4570893213494
52.98,588.5683171572243
52.99,588.6801521304922
53.0,588.7925942640795
53.01,588.9056452664814
53.02,589.0193198392595
53.03,589.133621766603
53.04,589.2485628662671
53.05,589.3641857169983
53.06,589.4804926813699
53.07,589.5974790733434
53.08,589.7151449156579
53.09,589.8334902311199
53.1,589.9525150428598
53.11,590.0722192818737
53.12,590.1925995623977
53.13,590.3136541856051
53.14,590.435395457112
53.15,590.5578839456125
53.16,590.6811278516982
53.17,590.8051271989312
53.18,590.9298820197017
53.19,591.0553955332333
53.2,591.1816678078652
53.21,591.3086293131554
53.22,591.4362421845234
53.23,591.5645066900834
53.24,591.6934694270948
53.25,591.8231650798656
53.26,591.9535936706743
53.27,592.0847552219533
53.28,592.2166497564353
53.29,592.3492772970241
53.3,592.4826307592095
53.31,592.6166515345141
53.32,592.7513234220888
53.33,592.8866621136685
53.34,593.0227278002959
53.35,593.1595262800429
53.36,593.2970553449194
53.37,593.4352918808665
53.38,593.5742297855846
53.39,593.7138690803282
53.4,593.8541848940179
53.41,593.995125711572
53.42,594.1366914538429
53.43,594.2789338389969
53.44,594.4218753140123
53.45,594.5655157344383
53.46,594.7098551207629
53.47,594.8548934938037
53.48,595.0006308744424
53.49,595.1470657192904
53.5,595.2941461469478
53.51,595.4418469643775
53.52,595.5901927423582
53.53,595.7392345288508
53.54,595.888952474323
53.55,596.0393381788356
53.56,596.1903914800371
53.57,596.3421123968194
53.58,596.494500948206
53.59,596.6475414792649
53.6,596.8011758336112
53.61,596.9554041340737
53.62,597.1102871386004
53.63,597.2658414252337
53.64,597.4220574577582
53.65,597.5789287526222
53.66,597.736455327609
53.67,597.8946372006972
53.68,598.0534741026704
53.69,598.2129198911647
53.7,598.3729410930367
53.71,598.5335664619713
53.72,598.694815093315
53.73,598.8566726647092
53.74,599.0191391903771
53.75,599.1822146847239
53.76,599.3458991624226
53.77,599.5101926381673
53.78,599.6750500731703
53.79,599.8403692528054
53.8,600.0061571590402
53.81,600.1724774577476
53.82,600.3394036131997
53.83,600.5069690631353
53.84,600.6751738237122
53.85,600.8440190054479
53.86,601.0135966389345
53.87,601.1839653748262
53.88,601.3550779983196
53.89,601.5268975212832
53.9,601.6994799864315
53.91,601.8728506527547
53.92,602.0470167023713
53.93,602.2220286545476
53.94,602.3978963557907
53.95,602.5746198385687
53.96,602.752199135727
53.97,602.9306197827735
53.98,603.1098214746806
53.99,603.2898284787544
54.0,603.4706930631669
54.01,603.6524309962147
54.02,603.8350741955256
54.03,604.0186244104428
54.04,604.203081677692
54.05,604.3884460342522
54.06,604.5747166882713
54.07,604.7618427341691
54.08,604.9498045608194
54.09,605.138665026488
54.1,605.3284346336069
54.11,605.519116227469
54.12,605.7107368973893
54.13,605.9033083100695
54.14,606.0968315480866
54.15,606.2913066526454
54.16,606.4867131651871
54.17,606.6829937859316
54.18,606.8801972810834
54.19,607.0783543060714
54.2,607.2774649015851
54.21,607.4775291085123
54.22,607.6785469680915
54.23,607.8805364327458
54.24,608.0835225753965
54.25,608.2875033940868
54.26,608.4924207656494
54.27,608.6982799176399
54.28,608.9051365672277
54.29,609.1129925708148
54.3,609.3218479736868
54.31,609.5317028213314
54.32,609.7425571595618
54.33,609.9544160715118
54.34,610.167290377795
54.35,610.3811508328762
54.36,610.5959577855341
54.37,610.8117731262249
54.38,611.02861006959
54.39,611.2464686631339
54.4,611.4653489546571
54.41,611.6852586605484
54.42,611.9062189524375
54.43,612.1282311011574
54.44,612.3512853379059
54.45,612.5753196484806
54.46,612.8003447806448
54.47,613.0263617662566
54.48,613.2534243919414
54.49,613.4815378661415
54.5,613.7107022386161
54.51,613.9408768906704
54.52,614.1720010830816
54.53,614.4040738301073
54.54,614.6370457818393
54.55,614.8708533880576
54.56,615.1054570400023
54.57,615.3408282405571
54.58,615.5769212154453
54.59,615.8137354510337
54.6,616.0512709710641
54.61,616.289526776051
54.62,616.5284593725869
54.63,616.7680235255687
54.64,617.0081664450134
54.65,617.2489458752345
54.66,617.4903787371227
54.67,617.7324628670336
54.68,617.9751443335485
54.69,618.2183998796257
54.7,618.4622252170877
54.71,618.7065876120562
54.72,618.9514747856127
54.73,619.1968256067225
54.74,619.442663816839
54.75,619.6890315536587
54.76,619.9359288264973
54.77,620.1833517744728
54.78,620.4312338528613
54.79,620.6795509809589
54.8,620.9283028514805
54.81,621.1774675376597
54.82,621.4269896693202
54.83,621.6768428751437
54.84,621.9270880481423
54.85,622.1777313991859
54.86,622.4287609234544
54.87,622.6800788007403
54.88,622.9316634891125
54.89,623.1835149718644
54.9,623.4356332323828
54.91,623.6880010027061
54.92,623.9405499154457
54.93,624.1933058131415
54.94,624.4461687679045
54.95,624.6990367296273
54.96,624.951909658367
54.97,625.2047875141869
54.98,625.4576702571786
54.99,625.7105872382091
55.0,625.9636837543611
55.01,626.2169215699693
55.02,626.4703066986367
55.03,626.7241833953603
55.04,626.9791447883731
55.05,627.2352049515331
55.06,627.4923638025763
55.07,627.7506214080961
55.08,628.0100594751908
55.09,628.2710095797805
55.1,628.5334710568219
55.11,628.7974032253536
55.12,629.0628662238296
55.13,629.3298747627437
55.14,629.5984289641159
55.15,629.8686542701233
55.16,630.1407736895734
55.17,630.414794890768
55.18,630.6907180423353
55.19,630.9685297653574
55.2,631.2481680296364
55.21,631.5296631391208
55.22,631.8130582335943
55.23,632.0984288315088
55.24,632.3858987164757
55.25,632.6754698816189
55.26,632.9671594725282
55.27,633.2610224625282
55.28,633.5570614475835
55.29,633.8552213048598
55.3,634.155486764318
55.31,634.4579182675255
55.32,634.762566928103
55.33,635.0695452875367
55.34,635.3788598540674
55.35,635.690510862026
55.36,636.004498594014
55.37,636.3208657347881
55.38,636.6396203763047
55.39,636.9607100878188
55.4,637.2841773294039
55.41,637.6100587353679
55.42,637.9383837431626
55.43,638.269253462015
55.44,638.6026766915871
55.45,638.9386537003091
55.46,639.2771852128985
55.47,639.6183183441216
55.48,639.9620299057684
55.49,640.3083203137895
55.5,640.6572489923129
55.51,641.0088241694768
55.52,641.3630461259867
55.53,641.719961364755
55.54,642.0796508458418
55.55,642.4421204519598
55.56,642.8074607279483
55.57,643.1756617960783
55.58,643.546689027174
55.59,643.9205846717075
55.6,644.297385556028
55.61,644.6770919992025
55.62,645.0597043210967
55.63,645.4453106125488
55.64,645.8340648504094
55.65,646.22606344072
55.66,646.621302485742
55.67,647.0197235121308
55.68,647.4213113142896
55.69,647.8259376237645
55.7,648.233567569522
55.71,648.6442015027548
55.72,649.0576518372347
55.73,649.4732597023542
55.74,649.8909683047855
55.75,650.3107748199061
55.76,650.7326680486203
55.77,651.156663301306
55.78,651.5824122045983
55.79,652.0098334692176
55.8,652.4389273209226
55.81,652.8696939860097
55.82,653.3021336912526
55.83,653.7362466638941
55.84,654.1719537257319
55.85,654.6090334802212
55.86,655.047426663851
55.87,655.4871320268944
55.88,655.9281197892885
55.89,656.3703699775293
55.9,656.8138827799479
55.91,657.2586583854081
55.92,657.7046416137808
55.93,658.1516932899273
55.94,658.5997999855977
55.95,659.0488305422609
55.96,659.4986483853232
55.97,659.9492511774281
55.98,660.4006239173546
55.99,660.8527586008947
56.0,661.3056553572166
56.01,661.7592841379311
56.02,662.2134673641805
56.03,662.668050328315
56.04,663.1229902762317
56.05,663.5782436568602
56.06,664.0338104572082
56.07,664.4896907484977
56.08,664.9458748316899
56.09,665.4022964403649
56.1,665.8588005054232
56.11,666.3153554229166
56.12,666.7718573954463
56.13,667.2282840595502
56.14,667.6845757366964
56.15,668.1407215242269
56.16,668.5966687325886
56.17,669.052254006092
56.18,669.5074623289881
56.19,669.9622780513332
56.2,670.4166991849628
56.21,670.8707257088112
56.22,671.3243179551732
56.23,671.777299652921
56.24,672.22945694147
56.25,672.6807767326814
56.26,673.1312589484238
56.27,673.5809035103708
56.28,674.0297102422866
56.29,674.4776671972777
56.3,674.924716260172
56.31,675.3706824199596
56.32,675.8155423512836
56.33,676.2592231293422
56.34,676.7016181383041
56.35,677.1427097303316
56.36,677.5824977691634
56.37,678.0209393620141
56.38,678.4578541645126
56.39,678.8932185252006
56.4,679.3270176778516
56.41,679.7592497577338
56.42,680.1899047041705
56.43,680.6189684023007
56.44,681.0464108011363
56.45,681.4720041392146
56.46,681.8956327780338
56.47,682.3172944845142
56.48,682.7369890266115
56.49,683.1547161160905
56.5,683.5704644519276
56.51,683.9842147093051
56.52,684.3958120504018
56.53,684.8052061940203
56.54,685.2123968728382
56.55,685.6173838189738
56.56,686.0201667773707
56.57,686.4207588909024
56.58,686.8191710195435
56.59,687.2152656807658
56.6,687.6089359506872
56.61,688.0001718665177
56.62,688.3889906020696
56.63,688.775393867499
56.64,689.1594583003189
56.65,689.5413025010446
56.66,689.9208665091312
56.67,690.2979840231617
56.68,690.6726453864595
56.69,691.0448503048049
56.7,691.4145977684639
56.71,691.7819444884079
56.72,692.1470404551305
56.73,692.5098853151234
56.74,692.8703217934641
56.75,693.2282826241022
56.76,693.5837675191557
56.77,693.9367761901511
56.78,694.2873726991393
56.79,694.6357061229385
56.8,694.9817822114469
56.81,695.325548295835
56.82,695.6668466506488
56.83,696.0056653500639
56.84,696.3420041148671
56.85,696.6759283283628
56.86,697.0075940156063
56.87,697.3370076368893
56.88,697.6641689489923
56.89,697.9890040455501
56.9,698.3113746435985
56.91,698.6312651323551
56.92,698.9487434560908
56.93,699.2639817906736
56.94,699.576986757329
56.95,699.8877581244423
56.96,700.1962956599344
56.97,700.5025228554553
56.98,700.8063122633711
56.99,701.1077295334327
57.0,701.4069386944744
57.01,701.7039305593192
57.02,701.9987020769361
57.03,702.2912681258413
57.04,702.5816312434033
57.05,702.8697439545516
57.06,703.1555289665166
57.07,703.4391489457709
57.08,703.7206137494118
57.09,703.9999231733449
57.1,704.2770672684544
57.11,704.5520309944682
57.12,704.824813989613
57.13,705.0954643113586
57.14,705.364040286281
57.15,705.6305149346955
57.16,705.8948880673859
57.17,706.1571594947308
57.18,706.4173290265346
57.19,706.6753878075913
57.2,706.9313449213797
57.21,707.1853826623164
57.22,707.4374935698111
57.23,707.6875552259157
57.24,707.9355735237452
57.25,708.1815512387625
57.26,708.4254881954595
57.27,708.667390629506
57.28,708.9074041087574
57.29,709.1455871781196
57.3,709.381939692377
57.31,709.616408148127
57.32,709.8488859421578
