Nom,Somme
0.0,212.0
0.01,212.0
0.02,212.0
0.03,212.0
0.04,212.0
0.05,212.0
0.06,212.0
0.07,214.0
0.08,207.0
0.09,211.0
0.1,212.0
0.11,212.0
0.12,212.0
0.13,212.0
0.14,212.0
0.15,212.0
0.16,212.0
0.17,212.0
0.18,212.0
0.19,209.0
0.2,211.0
0.21,213.0
0.22,213.0
0.23,213.0
0.24,213.0
0.25,213.0
0.26,213.0
0.27,213.0
0.28,213.0
0.29,213.0
0.3,213.0
0.31,213.0
0.32,213.0
0.33,213.0
0.34,207.0
0.35,206.0
0.36,211.0
0.37,212.0
0.38,211.0
0.39,213.0
0.4,213.0
0.41,213.0
0.42,213.0
0.43,213.0
0.44,213.0
0.45,213.0
0.46,215.0
0.47,214.0
0.48,215.0
0.49,215.0
0.5,214.0
0.51,214.0
0.52,214.0
0.53,214.0
0.54,214.0
0.55,214.0
0.56,214.0
0.5700000000000001,214.0
0.58,214.0
0.59,213.0
0.6,214.0
0.61,208.0
0.62,207.0
0.63,209.0
0.64,213.0
0.65,214.0
0.66,214.0
0.67,214.0
0.68,214.0
0.6900000000000001,214.0
0.7000000000000001,214.0
0.71,214.0
0.72,214.0
0.73,217.0
0.74,216.0
0.75,216.0
0.76,214.0
0.77,215.0
0.78,214.0
0.79,214.0
0.8,214.0
0.81,214.0
0.8200000000000001,214.0
0.8300000000000001,213.0
0.84,213.0
0.85,212.0
0.86,212.0
0.87,208.0
0.88,210.0
0.89,207.0
0.9,213.0
0.91,214.0
0.92,214.0
0.93,214.0
0.94,214.0
0.95,214.0
0.96,214.0
0.97,214.0
0.98,214.0
0.99,214.0
1.0,216.0
1.01,217.0
1.02,212.0
1.03,216.0
1.04,213.0
1.05,215.0
1.06,215.0
1.07,214.0
1.08,213.0
1.09,213.0
1.1,214.0
1.11,212.0
1.12,213.0
1.13,214.0
1.14,210.0
1.15,213.0
1.16,212.0
1.17,212.0
1.18,216.0
1.19,216.0
1.2,216.0
1.21,216.0
1.22,216.0
1.23,216.0
1.24,216.0
1.25,216.0
1.26,216.0
1.27,217.0
1.28,219.0
1.29,214.0
1.3,216.0
1.31,217.0
1.32,214.0
1.33,214.0
1.34,215.0
1.35,216.0
1.36,214.0
1.37,215.0
