Nom,Somme
0.0,1825.9450508490988
0.2864788975654116,1327.637128772677
0.5729577951308232,1019.3582162216494
0.8594366926962348,979.01789515779
1.1459155902616465,690.3030988476745
1.432394487827058,391.5504803324927
1.7188733853924698,382.49468087907627
2.0053522829578814,510.44043539397325
2.291831180523293,708.3400755800374
2.5783100780887045,946.0696068136131
2.864788975654116,1206.6286042161544
3.151267873219527,1469.6244470352635
3.437746770784939,1692.4740522936008
3.7242256683503503,1813.0034577747329
4.010704565915762,1499.7409325330666
4.297183463481174,1138.3391199781076
4.583662361046586,1096.2287014029807
4.870141258611998,946.4294811679331
5.15662015617741,541.4154254148549
5.443099053742821,428.10879022996824
5.729577951308234,554.3039587254639
6.016056848873646,729.5837010452051
6.302535746439057,951.3988771409156
6.589014644004469,1214.4992729047917
6.87549354156988,1481.4448762712882
7.161972439135291,1706.2575069219647
7.448451336700704,1782.621870417614
7.734930234266116,1457.7227400324582
8.021409131831527,1156.0973722486287
8.30788802939694,1070.0777844253744
8.594366926962351,784.8826355478454
8.880845824527762,488.0597899765444
9.167324722093175,419.72312362273163
9.453803619658586,560.9782358730827
9.740282517224,756.9626284246898
10.02676141478941,986.0922935577723
10.313240312354822,1228.8940996263698
10.599719209920233,1482.7765914751749
10.886198107485647,1720.0558496788426
11.172677005051058,1851.78990637216
11.45915590261647,1523.3461034838922
11.745634800181882,1094.6723646622772
12.032113697747294,1030.1192980039154
12.318592595312705,773.2447884996587
12.605071492878118,459.2113845352138
12.891550390443529,331.59000512097987
13.17802928800894,429.0466290805931
13.464508185574354,589.0859301123708
13.750987083139766,795.4862111614829
14.037465980705177,1025.7475835277567
14.323944878270588,1268.9055784697143
14.610423775835999,1493.5837350966294
14.89690267340141,1650.9116684327482
15.183381570966823,1549.80339423721
15.469860468532234,1068.9125432643464
15.756339366097645,1014.5687400451727
16.042818263663058,980.0309255094361
16.32929716122847,595.8973568056749
16.61577605879388,370.823668623745
16.902254956359293,465.2783243276034
17.188733853924706,609.4912159830719
17.475212751490115,804.0441274618836
17.761691649055532,1038.269697862203
18.04817054662094,1281.935330171598
18.334649444186354,1510.270302578828
18.621128341751763,1662.7031348091382
18.907607239317176,1501.2853134526654
19.19408613688259,1061.7263150581239
19.480565034448,1005.1614474040907
19.76704393201341,869.3491090661678
20.053522829578824,500.2484204872237
20.340001727144237,356.481578804805
20.62648062470965,462.96992702415923
20.912959522275063,622.8782562526609
21.199438419840472,831.0935407157726
21.485917317405885,1049.9669096918185
21.772396214971295,1277.5718342602433
22.058875112536708,1513.6102789796255
22.34535401010212,1678.7983191384574
22.63183290766753,1593.5226132728058
22.918311805232943,1064.8552422840762
23.204790702798356,975.5864725238334
23.491269600363765,874.4860986173562
23.777748497929178,514.0285590248146
24.06422739549459,335.75630331900777
24.35070629306,406.8143256979378
24.637185190625413,554.2312944842292
24.92366408819083,754.6403960678233
25.210142985756235,974.9515145282095
25.49662188332165,1211.6973882272287
25.783100780887064,1436.4339422430837
26.069579678452474,1601.4229578402694
26.356058576017887,1577.7026159067645
26.6425374735833,1080.9171025818187
26.92901637114871,1042.3627978589934
27.215495268714122,1041.016125656438
27.501974166279535,674.931617501386
27.788453063844944,382.2178512696691
28.074931961410357,446.4991579186267
28.36141085897577,578.8513818058904
28.64788975654118,756.5599430767827
28.934368654106592,986.0309928016407
29.220847551672005,1223.52966866927
29.507326449237414,1456.0241538250007
29.793805346802827,1620.6433472384729
30.080284244368237,1556.853752697064
30.36676314193365,1086.9218281038015
30.653242039499066,1041.7330165769956
30.939720937064475,950.853137233826
31.226199834629888,565.0751927756653
31.5126787321953,369.8963180837585
31.79915762976071,452.86723958531445
32.08563652732612,601.0743120384964
32.37211542489153,794.4193323272274
32.65859432245694,1007.7449719708278
32.94507322002236,1229.9325227345757
33.231552117587775,1460.491518568068
33.518031015153184,1633.2097139939942
33.80450991271859,1602.1330473634355
34.09098881028401,1079.3195162814002
34.37746770784942,1018.9437110434405
34.66394660541483,943.5369223916904
34.950425502980245,578.9943098183082
35.236904400545654,347.16155032260053
35.523383298111064,396.9638227112368
35.80986219567648,530.7959099376292
36.09634109324189,731.4848228350054
36.3828199908073,956.3267182867538
36.669298888372715,1202.5462388026904
36.955777785938125,1437.3033074142413
37.242256683503534,1632.553331247254
37.52873558106895,1632.50339449595
37.81521447863436,1294.3714971148129
38.101693376199776,1070.059639160352
38.388172273765186,1068.966177790046
38.674651171330595,826.5117347673375
38.96113006889601,458.4565687582905
39.24760896646142,431.53666860119665
39.53408786402683,571.3845241792651
39.82056676159225,743.8940036286709
40.107045659157656,965.7540120073288
40.393524556723065,1212.3916330337822
40.68000345428848,1452.3047839531732
40.96648235185389,1647.2735193719352
41.25296124941931,1573.897152008251
41.53944014698471,1308.9662218084832
41.825919044550126,1076.3553919839123
42.112397942115535,986.2090606253992
42.39887683968095,681.9755420734222
42.68535573724637,428.7787870081471
42.97183463481178,430.0402123400469
43.25831353237718,578.9285061893621
43.544792429942596,771.2636295245552
43.83127132750801,992.2645796207339
44.11775022507342,1221.5028022216702
44.40422912263884,1462.5523809087156
44.69070802020424,1668.9189583726597
44.97718691776966,1693.6947220698166
45.26366581533507,1291.4977397296116
45.55014471290048,1011.1964867660032
45.83662361046589,959.9377464031313
46.12310250803131,675.9798856558807
46.40958140559671,391.59137816787955
46.69606030316213,342.5443207428242
46.98253920072754,465.6265359862301
47.26901809829295,651.4242887166508
47.55549699585836,885.1656501607804
47.84197589342378,1138.5549711449303
48.12845479098918,1401.236496193868
48.4149336885546,1631.401901618995
48.701412586120014,1784.3674648164115
48.987891483685424,1528.2518933047916
49.27437038125084,1149.5650691857443
49.56084927881625,1187.653510543872
49.84732817638166,1060.3859040476455
50.13380707394707,574.6600008744838
50.420285971512484,416.94537217185734
50.706764869077894,515.0892444110925
50.99324376664331,672.8405925099689
51.27972266420872,893.584524798094
