Nom,Somme
0.0,711.2920922421822
0.01,715.6486686850437
0.02,719.962512812995
0.03,724.2345271627744
0.04,728.4649647765009
0.05,732.6550231021837
0.06,736.8051584649845
0.07,740.9166842675377
0.08,744.9905009335966
0.09,749.0277874382491
0.1,753.0294788887311
0.11,756.9968977795569
0.12,760.9309748934054
0.13,764.8328003427916
0.14,768.7032477897078
0.15,772.5431132315867
0.16,776.3531196139913
0.17,780.1339973442796
0.18,783.8861193876182
0.19,787.6098827237854
0.2,791.3058441859804
0.21,794.97391893902
0.22,798.6145365083476
0.23,802.227676086027
0.24,805.8133249769127
0.25,809.3715247429012
0.26,812.9020761602532
0.27,816.4046926696288
0.28,819.8799192647783
0.29,823.3275944347332
0.3,826.7477122891817
0.31,830.1411291425746
0.32,833.5071522700366
0.33,836.8464690230436
0.34,840.1590121028933
0.35,843.4449377770145
0.36,846.7040097339873
0.37,849.9370048634871
0.38,853.1430848768155
0.39,856.3229098657343
0.4,859.476309938718
0.41,862.6031605571109
0.42,865.703479104109
0.43,868.7774824795958
0.44,871.8245594054986
0.45,874.845201267125
0.46,877.838951461714
0.47,880.8055647948077
0.48,883.745501254257
0.49,886.6576819702136
0.5,889.5427681496924
0.51,892.399894921969
0.52,895.2292002357133
0.53,898.0301838944217
0.54,900.8026864305732
0.55,903.5461040369808
0.56,906.2606051903697
0.57,908.9450803923796
0.58,911.6000047696118
0.59,914.2244586026037
0.6,916.8183278953536
0.61,919.3808465508316
0.62,921.9120856462648
0.63,924.411018581932
0.64,926.8772161380637
0.65,929.3104315251809
0.66,931.7091777413017
0.67,934.073392991779
0.68,936.4019931049631
0.69,938.6938987598962
0.7,940.9482247124339
0.71,943.1634890362388
0.72,945.3378230648713
0.73,947.4699760657586
0.74,949.5569753239978
0.75,951.596565291176
0.76,953.5854845096806
0.77,955.5187994338912
0.78,957.3910237351657
0.79,959.1935081615475
0.8,960.911880558446
0.81,962.5338149500462
0.82,964.3258657311364
0.83,966.1816869227715
0.84,968.0130119272219
0.85,969.8107721282602
0.86,971.5720655854558
0.87,973.2888673421137
0.88,974.9620468932163
0.89,976.5908767339713
0.9,978.170985127071
0.91,979.7027852752985
0.92,981.1865941785265
0.93,982.6236691300705
0.94,984.0148329096738
0.95,985.3611851087728
0.96,986.6644591184556
0.97,987.9263943957296
0.98,989.1479931536398
0.99,990.331374184264
1.0,991.4783686881474
1.01,992.590442021399
1.02,993.6702793574426
1.03,994.7201703533727
1.04,995.7424865146211
1.05,996.7411419023201
1.06,997.7197853733776
1.07,998.6836905084117
1.08,999.6395906587998
1.09,1000.587631540807
1.1,1001.5273920493415
1.11,1002.4638279971393
1.12,1003.408383503599
1.13,1004.38156627121
1.14,1005.1499540774832
1.15,1005.7454785119047
1.16,1006.2865513313761
1.17,1006.785573625026
1.18,1007.2448980467339
1.19,1007.672771512316
1.2,1008.0703644463738
1.21,1008.4372641743958
1.22,1008.7788452620301
1.23,1009.0958756805653
1.24,1009.3884704188702
1.25,1009.6562567337901
1.26,1009.899602075255
1.27,1010.1178475584738
1.28,1010.3110012524255
1.29,1010.4777483068239
1.3,1010.6184168039495
1.31,1010.7320199680432
1.32,1010.8183319165822
1.33,1010.8769885518664
1.34,1010.9073081570507
1.35,1010.9085610618926
1.36,1010.8809469662224
1.37,1010.8222773800628
1.38,1010.7326260706748
1.39,1010.6090108087062
1.4,1010.4497348763564
1.41,1010.2561675736788
1.42,1010.0360212483996
1.43,1009.7938157893791
1.44,1009.53179275103
1.45,1009.2516950346164
1.46,1008.9552669450674
1.47,1008.643457418455
1.48,1008.3176167804413
1.49,1007.9784867262683
1.5,1007.6263960482861
1.51,1007.2613407037891
1.52,1006.8829647628494
1.53,1006.4916320014171
1.54,1006.0879346671649
1.55,1005.6715250946913
1.56,1005.2433708770801
1.57,1004.8036813846824
1.58,1004.3522620005729
1.59,1003.8897339278471
1.6,1003.4163745721773
1.61,1002.9319399044116
1.62,1002.4368920573364
1.63,1001.931327370063
1.64,1001.4154082858456
1.65,1000.8888207678308
1.66,1000.3521821379259
1.67,999.8053053410874
1.68,999.2478817274982
1.69,998.6804138532555
1.7,998.1026066619427
1.71,997.5142458108876
1.72,996.9153960912661
1.73,996.3058154969524
1.74,995.6852506474486
1.75,995.0533539517526
1.76,994.4096320513324
1.77,993.7539766130191
1.78,993.0851261133123
1.79,992.4023296283617
1.8,991.7038510479701
1.81,990.9859062620848
1.82,990.2308573011636
1.83,989.4017077857745
1.84,988.5406189547921
1.85,987.6511883858275
1.86,986.735171929014
1.87,985.7940623117249
1.88,984.8284335294336
1.89,983.8390830863943
1.9,982.8266317804646
1.91,981.7916821059157
1.92,980.7345691120711
1.93,979.6557465125898
1.94,978.5558068035195
1.95,977.4350271019607
1.96,976.2936781213805
1.97,975.1324461755141
1.98,973.9515038612196
1.99,972.7511903212896
2.0,971.5320750969264
2.01,970.2945121798208
2.02,969.0387228816004
2.03,967.765455053094
2.04,966.4749473085103
2.05,965.1677336559534
2.06,963.8445646535256
2.07,962.5057405338007
2.08,961.1522761157278
2.09,959.7848144950999
2.1,958.4046314181473
2.11,957.0128328187479
2.12,955.6116422542557
2.13,954.204300139563
2.14,952.8014494570547
2.15,951.4544698106521
2.16,950.1168707822034
2.17,948.784299567011
2.18,947.4548323274335
2.19,946.1276652467493
2.2,944.8021178195825
2.21,943.4775073855403
2.22,942.153771374001
2.23,940.8304728068935
2.24,939.5073377594714
