Nom,Somme
0.0,1845.4617554421807
0.01,1838.836178294487
0.02,1832.0412999300609
0.03,1825.0852330928087
0.04,1817.9782869492954
0.05,1810.7309887128135
0.06,1803.3487721915876
0.07,1795.834461950562
0.08,1788.1948113586918
0.09,1780.4393147424908
0.1,1772.5828793065987
0.11,1764.6338954556118
0.12,1756.6145719280385
0.13,1748.5426368526091
0.14,1740.4345832408085
0.15,1732.2939289991268
0.16,1724.1242243299007
0.17,1715.928430989185
0.18,1707.715809355882
0.19,1699.4918411540136
0.2,1691.259479890402
0.21,1683.0194328627435
0.22,1674.7741779656508
0.23,1666.529176850343
0.24,1658.2849727264734
0.25,1650.042360554743
0.26,1641.8038426667474
0.27,1633.5701477510624
0.28,1625.3414323352795
0.29,1617.117453077121
0.3,1608.899301815784
0.31,1600.6875084119342
0.32,1592.4819306278996
0.33,1584.28339309496
0.34,1576.0918339241512
0.35,1567.9072904503817
0.36,1559.7299676554949
0.37,1551.5596657364144
0.38,1543.3958410517052
0.39,1535.2381569919562
0.4,1527.0875043398737
0.41,1518.944531518162
0.42,1510.8098719533969
0.43,1502.6833388461253
0.44,1494.564741227102
0.45,1486.4535157644464
0.46,1478.3500147521797
0.47,1470.2537598365373
0.48,1462.1645487246385
0.49,1454.0832560784695
0.5,1446.0098357201653
0.51,1437.943272631572
0.52,1429.882914552157
0.53,1421.828675394615
0.54,1413.7803709090526
0.55,1405.7371848487373
0.56,1397.6985547619665
0.57,1389.6650421090453
0.58,1381.6373259023171
0.59,1373.6139125873583
0.6,1365.5910956756506
0.61,1357.5668837498401
0.62,1349.538941229218
0.63,1341.4984445924872
0.64,1333.4428773416985
0.65,1325.3699573786464
0.66,1317.2802555265557
0.67,1309.1775979380068
0.68,1301.0630808837009
0.69,1292.9372131344755
0.7,1284.8022297712178
0.71,1276.6597156953414
0.72,1268.5110900060054
0.73,1260.3574033687391
0.74,1252.1990731018218
0.75,1244.0374410757752
0.76,1235.8738612073794
0.77,1227.709253147722
0.78,1219.5438290064517
