step_x,intersection_area
0.0,198.3826729398319
0.2864788975654116,139.229010575531
0.5729577951308232,94.41761771073497
0.8594366926962348,63.12392234253438
1.1459155902616465,37.8212248864575
1.432394487827058,78.51211018752473
1.7188733853924698,99.06389646912825
2.0053522829578814,118.60440029684776
2.291831180523293,137.74532311233222
2.5783100780887045,162.4277694796765
2.864788975654116,192.45082324594654
3.151267873219527,230.5339458967348
3.437746770784939,271.2366084338359
3.7242256683503503,329.6829140109409
4.010704565915762,404.580381504718
4.297183463481174,501.37186864758604
4.583662361046586,594.258583410926
4.870141258611998,612.7824352523056
5.15662015617741,590.8192904401103
5.443099053742821,562.7006757064228
5.729577951308234,529.4006178754595
6.016056848873646,493.59966083620634
6.302535746439057,467.23926400361023
6.589014644004469,457.6910768062367
6.87549354156988,455.6383556077655
7.161972439135291,458.80580691505645
7.448451336700704,472.85214787600034
7.734930234266116,492.87417594645694
8.021409131831527,510.4346569376501
8.30788802939694,524.7570590748804
8.594366926962351,538.6306948300589
8.880845824527762,546.8287680431246
9.167324722093175,550.6223403115351
9.453803619658586,536.8897743361922
9.740282517224,517.1600623720586
10.02676141478941,478.40523747479415
10.313240312354822,426.4519768052194
10.599719209920233,364.5089861522263
10.886198107485647,296.7162754422873
11.172677005051058,229.43171529655126
11.45915590261647,164.64303365794757
11.745634800181882,113.4544007680203
12.032113697747294,76.62451137908532
12.318592595312705,18.7312935465359
12.605071492878118,41.50865342223981
12.891550390443529,72.34534781786594
13.17802928800894,88.61858544833034
13.464508185574354,105.91918924941696
13.750987083139766,123.99329679607185
14.037465980705177,147.81969436962498
14.323944878270588,178.10113240699775
14.610423775835999,215.53464885135077
14.89690267340141,258.9636096449215
15.183381570966823,329.04963263566486
15.469860468532234,416.6579422347081
15.756339366097645,537.5888967524252
16.042818263663058,603.0381015957437
16.32929716122847,596.3326462534993
16.61577605879388,565.7994173620403
16.902254956359293,530.8555013554278
17.188733853924706,493.232889425259
17.475212751490115,455.77650775271525
17.761691649055532,437.8783520819185
18.04817054662094,430.22197130220763
18.334649444186354,431.4301375968973
18.621128341751763,438.5817161891974
18.907607239317176,458.7471082013624
19.19408613688259,480.19792888251334
19.480565034448,496.6722294913304
19.76704393201341,512.0472612187625
20.053522829578824,525.0113615389342
20.340001727144237,532.2828737407965
20.62648062470965,529.8174586155981
20.912959522275063,508.71771526255066
21.199438419840472,480.83322587932923
21.485917317405885,429.6300848126162
21.772396214971295,372.88392368686306
22.058875112536708,306.856942817451
22.34535401010212,242.57600196250382
22.63183290766753,180.91473568571857
22.918311805232943,126.37188907075497
23.204790702798356,85.49816424848487
23.491269600363765,55.74131967865131
23.777748497929178,37.87324589951987
24.06422739549459,88.08713898809754
24.35070629306,111.37158123712871
24.637185190625413,133.42542575985516
24.92366408819083,155.50772707199638
25.210142985756235,183.58847384072425
25.49662188332165,218.74900053587226
25.783100780887064,262.97219460229246
26.069579678452474,311.98995606980856
26.356058576017887,385.3594839100355
26.6425374735833,480.32285594465407
26.92901637114871,608.285301022005
27.215495268714122,707.0381691706116
27.501974166279535,717.2420607269423
27.788453063844944,687.079389825712
28.074931961410357,649.840629814544
28.36141085897577,607.9011301545131
28.64788975654118,564.2574665970276
28.934368654106592,536.9882140993517
29.220847551672005,526.6076211976598
29.507326449237414,525.556033370276
29.793805346802827,531.2320470597424
30.080284244368237,550.6628661472791
